Date,WIKI.AAPL - Adj. Close,WIKI.ABBV - Adj. Close,WIKI.ABT - Adj. Close,WIKI.ACN - Adj. Close,WIKI.AIG - Adj. Close,WIKI.ALL - Adj. Close,WIKI.AMGN - Adj. Close,WIKI.AMZN - Adj. Close,WIKI.APA - Adj. Close,WIKI.APC - Adj. Close,WIKI.AXP - Adj. Close,WIKI.BA - Adj. Close,WIKI.BAC - Adj. Close,WIKI.BAX - Adj. Close,WIKI.BIIB - Adj. Close,WIKI.BK - Adj. Close,WIKI.BLK - Adj. Close,WIKI.BMY - Adj. Close,WIKI.BRK - NOT FOUND,WIKI.C - Adj. Close,WIKI.CAT - Adj. Close,WIKI.CL - Adj. Close,WIKI.CMCSA - Adj. Close,WIKI.COF - Adj. Close,WIKI.COP - Adj. Close,WIKI.COST - Adj. Close,WIKI.CSCO - Adj. Close,WIKI.CVS - Adj. Close,WIKI.CVX - Adj. Close,WIKI.DD - Adj. Close,WIKI.DIS - Adj. Close,WIKI.DOW - Adj. Close,WIKI.DVN - Adj. Close,WIKI.EBAY - Adj. Close,WIKI.EMC - Adj. Close,WIKI.EMR - Adj. Close,WIKI.EXC - Adj. Close,WIKI.F - Adj. Close,WIKI.FB - Adj. Close,WIKI.FCX - Adj. Close,WIKI.FDX - Adj. Close,WIKI.FOXA - Adj. Close,WIKI.GD - Adj. Close,WIKI.GE - Adj. Close,WIKI.GILD - Adj. Close,WIKI.GM - Adj. Close,WIKI.GOOG - Adj. Close,WIKI.GS - Adj. Close,WIKI.HAL - Adj. Close,WIKI.HD - Adj. Close,WIKI.HON - Adj. Close,WIKI.IBM - Adj. Close,WIKI.INTC - Adj. Close,WIKI.JNJ - Adj. Close,WIKI.JPM - Adj. Close,WIKI.KO - Adj. Close,WIKI.LLY - Adj. Close,WIKI.LMT - Adj. Close,WIKI.LOW - Adj. Close,WIKI.MA - Adj. Close,WIKI.MCD - Adj. Close,WIKI.MDLZ - Adj. Close,WIKI.MDT - Adj. Close,WIKI.MET - Adj. Close,WIKI.MMM - Adj. Close,WIKI.MO - Adj. Close,WIKI.MON - Adj. Close,WIKI.MRK - Adj. Close,WIKI.MS - Adj. Close,WIKI.MSFT - Adj. Close,WIKI.NKE - Adj. Close,WIKI.NOV - Adj. Close,WIKI.NSC - Adj. Close,WIKI.ORCL - Adj. Close,WIKI.OXY - Adj. Close,WIKI.PEP - Adj. Close,WIKI.PFE - Adj. Close,WIKI.PG - Adj. Close,WIKI.PM - Adj. Close,WIKI.QCOM - Adj. Close,WIKI.RTN - Adj. Close,WIKI.SBUX - Adj. Close,WIKI.SLB - Adj. Close,WIKI.SO - Adj. Close,WIKI.SPG - Adj. Close,WIKI.T - Adj. Close,WIKI.TGT - Adj. Close,WIKI.TWX - Adj. Close,WIKI.TXN - Adj. Close,WIKI.UNH - Adj. Close,WIKI.UNP - Adj. Close,WIKI.UPS - Adj. Close,WIKI.USB - Adj. Close,WIKI.UTX - Adj. Close,WIKI.V - Adj. Close,WIKI.VZ - Adj. Close,WIKI.WBA - Adj. Close,WIKI.WFC - Adj. Close,WIKI.WMT - Adj. Close,WIKI.XOM - Adj. Close
1999-12-31,3.4005625261992996,,24.683130522989,,343.65080050195,16.070716756249002,55.160193304559,76.12,14.739658334470894,15.624712464255,45.405508927456,29.880395198962002,17.726657852672,23.156175027154998,32.75,28.069656398286,16.670764119018,32.147799768049005,,16.927115645194,15.088621612247,26.724467816519,27.640707257171,42.07309561501,8.197112712654901,37.410268494885,47.438689933861,19.440187459592,25.211924445012997,38.233656485569,24.478173721258997,25.222583459386,14.589228006173,15.64875,51.192551619642,20.22476263189,10.338400545324,23.102769121989997,,7.718459948699699,38.363366359222,15.155765541779001,25.591373604130997,31.663167207301,1.6712026657211998,,,80.797720135653,17.208651948531,51.453549623737004,40.017606651761,85.769443782002,29.93752318749,31.098086021333,32.537062998397005,19.424081940342,39.516488241552,15.029029620958,12.762679138782001,,26.895926086573,,29.269079267827,,34.729283712731,2.2219301612835,,36.148729771626,46.286375223308,40.749767214864,5.6845331147366,7.1911004780838,14.521346240506999,26.110538258375,8.0464715291487,25.058607814064,19.335808143913,38.071179181327,,73.551894891614,17.497491136936,2.7970048706031,23.406616047708003,11.202495381851001,11.450187374349001,22.940428817464,29.636996859219998,136.54615854986,38.749745867651,6.152347607247901,8.2464914686854,48.583970274809,14.399074246737001,24.867585602535,,33.34336513951701,,14.639330668618,53.872376469928,28.110622292742
2000-01-31,3.4316541396087,,22.133922606128,,331.73282674922996,15.489606050599,58.494051141647994,64.56,14.564091207584939,15.024818755926,44.995958335806996,32.086814342514,17.108573548185998,23.550652137154003,42.06333333333333,28.642022705075,16.971400353857,33.320305469604,,17.325293441839,13.694818375901999,24.392090116472,24.892800687744003,35.795744349770004,7.1303047234547,40.128406359226,48.492686218799,17.032100046092,24.33883459929,34.240827757264,30.386409839963,21.989306091584,15.58314134966,18.7575,50.255388203264,19.407030855906,12.420956050857,21.559984314744,,6.373576775820201,37.070219178574,18.582128804214,22.860009937946,27.417540586613,1.4452059261484,,,78.702873566549,15.44289461816,42.375272431941,33.295980573488,89.243789993786,35.986132233875,28.700281855184002,33.793481958304,19.153978826665,39.742296745789,12.707360511322,9.5324663786277,,24.940950561054002,,36.787130384236995,,33.217772182119,2.0171261638086997,,42.298156491222,43.028618081433,34.163487922834,5.2188510234164,8.5935713170217,12.042092004323,23.277197679919,7.398883163713,24.255310599032,21.570989418255,35.166198836714,,53.038216280008,15.027024579575,3.6908930251257,25.466998857325002,12.246472611054001,12.323675949114001,20.290702415219,26.586129535477,102.47710910543002,43.221688365705006,6.1384492316290995,7.5971911562048,42.246930673747,13.419380828857,20.253692027664002,,33.74524021209076,,14.480050117327002,42.672346813202,28.920163550427
2000-02-29,3.7911922648863,,22.433029668373,,281.0734929843,13.261510285706999,62.626932757873,68.88,14.564091207584939,14.081474451226,36.641126266173,26.731276358249,16.246787432216,20.092525696226,46.95666666666666,23.439509105187,21.219099413852,28.793664605403,,16.064748755239002,11.309450421083,21.485623344788,23.091651843919,32.160464608456,6.7131466279336,40.685973100629,58.541079372264996,17.061348071357,21.918611070039,29.509950094016,28.453261761462997,20.479310823492998,16.528246448599997,17.9225,55.761223274483996,16.117367142101,11.134381978853,18.041048181363,,5.0250390291014,32.740987312927,22.801631710732003,20.982500632771,27.086074797431998,2.3618511717657005,,,79.45880599111301,16.354632513321,43.03387786712499,33.519044354215005,81.773372524903,41.105906384011,24.098208860703,33.345359195937,16.216190639636,35.470238541704,11.979263098241,10.213967224612,,21.184461752634,,38.950133241802,,31.38943103666,1.9504682589701998,,33.119747056724,45.749975209904,31.196695448946,3.2620686396915,11.114352236681,9.7231239323509,34.601239794474004,5.9771661775267,22.833545616673003,19.196126202303,30.579908507524,,59.486326983656,12.187635016315,4.0507550950754,30.849980813747,10.578015852054,11.912828089426998,17.863200004070002,23.828939226968004,106.07658606734002,66.635609014486,5.9207080136015,7.1725034518207,38.579728812087005,11.175402052368,19.525927212105998,,26.662771326763345,,12.001516646494998,37.995925244632,26.354506728854
2000-03-31,4.4920766139784005,,23.92176709182,,350.59532467388,16.036392072255,56.372505245319005,67.0,19.863652410245766,17.732113969851,40.65472206433,27.360843505831,18.622969244679002,23.111934603603,32.75,29.297624012378,19.638334695178003,28.736000390573,,18.585439767656,12.721962425701001,23.210566088889,23.813265964041,41.88461486904,8.1385619075644,43.096629306108,68.474330074436,18.309263816005,27.127545954136,30.935777385686997,34.520501401775,21.574487114014,21.558794643013,22.0,59.041295231806004,18.791802954092,11.006057555081,19.908857877776,,4.4074160502518,36.367421797788,21.659274768864,24.135940034228,31.872839400784002,1.9567859773400003,,,90.41123600610399,17.609386984755,48.309648261951,36.702378367074,94.212475323581,47.995692816871006,23.512488506449,36.515723038103,15.713463863171999,37.367872434076,14.130125895775,12.4721063914,,24.940950561054002,,41.362404086670004,,31.521124987034998,2.0520831004846,,33.582566290096004,53.829613080592004,37.084905923591,4.546321638666299,14.153039054379999,10.217884663422,36.376737755644996,7.7780291049345,24.905332225917,21.849638043467998,19.747494399203998,,62.355402147780005,11.821270177860999,5.1684036392463,31.952660875327002,10.368267002352,11.877160939459,19.931072428382002,30.19005435959,121.03241284405,64.180697341186,6.905628590722199,7.3857910544669005,44.48464519562899,13.348227355833002,24.221502562485,,33.303947920004966,,14.793157995906,44.087607534835996,27.29586409309
2000-04-30,4.1034314463601,,26.131080619765,,351.20366359341006,15.995981172451,51.431415668586,55.19,19.34060950255889,19.909098755501002,40.81854230099,28.721287456926998,17.40132519049,24.531465907875,21.33333333333333,29.036887588536,25.214651954303,26.467874607236,,18.672738720477,13.069917761096,23.546900491126,22.514360547821003,38.223861087203005,8.402040530471199,44.326555941555995,61.40635498720199,21.204818317258,24.982345165249,27.721822424952997,36.503861118677,21.385237227049,21.363451363710002,19.89875,65.367148292357,19.414422931486,12.441500527965,23.726816909190998,,3.5157000334512998,35.317911042479,19.95828460377,28.380954613112003,32.206682918476,1.6730550980127998,,,80.20748074479201,18.924095594754,42.31775390388,39.008031667416,88.73704171802099,46.129557420854,27.612530986222,30.204311796168998,15.817238336916,46.020605591121,17.199487880962998,10.576470314192,,25.394665017489,,41.794345039384,12.954569640887,30.830621571556,2.1638350958363,,37.572253012905,49.973259397525,24.34515000631,4.9846595654635,10.972271857572998,12.634324755754001,37.252836487140996,8.0366720004721,26.197724752547998,25.172504222944998,20.841772458128,,45.287119475622994,14.778252689956998,3.4867405046734,31.977721785817998,11.888946162697,12.962461359924,20.843747783791002,26.882274490626997,107.98430885715,65.344756933595,7.7245281904606,7.952041326979099,46.970925778171996,12.396090425100999,23.838190288984,,32.86193356659348,,14.905694903359999,43.213658500517,27.187380530669
2000-05-31,2.7783994961651004,,27.660605369882003,,362.52731625929,17.961321044963,58.429761872061995,48.31,24.291550002801056,24.405145228600997,42.134564868821,28.372692138655,19.777138772620003,25.051328053957,21.27,33.195116985043995,23.333251000788998,28.334284896628,,19.682332559770003,12.612603194405,21.691840053274998,21.68306108144,41.308232647240004,10.14392698191,26.189237824145003,50.432393667551004,21.204818317258,27.302923281846,28.830888763754,35.307150403416,20.261092898477003,26.553367125177,15.64,54.472623576964,20.939922492996,13.149237292918999,21.044278157266,,3.3585533583594,33.265742690581,17.776481218676,28.652635546160997,32.331618222643,1.688492033776,,,63.271445400396004,21.842566486827998,36.700352943188,38.227857133518,85.503599048803,45.364081524723,30.063420650773,31.280644038490003,17.869294866129,45.581587128162,17.143999715345,9.948292077349,,24.106916633785,,41.536851962514,16.036755896026,30.621543269045,2.584141273044,,40.496942060384995,46.554893119518994,21.83559260781,4.9204006023727995,11.916418892937,12.921873208667,33.496796180832,8.880072746790301,29.053840833502,26.648524939443003,23.196282317414,,27.721864540685,15.610736505299,3.921573839196,30.724676261295,12.365648093838999,12.723661298708,20.786654660439,25.337441526070002,96.05204272843099,57.97100550653499,8.6360896968173,8.1275789114578,42.417138477648,15.974180470410001,23.202932073604998,,28.96231745002439,,16.471308152207,44.961556569155,29.231414317182
2000-06-30,3.4650610859317004,,30.291387940082,,378.43780792881006,15.080731820771,64.518874119968,36.31,23.481033130583988,22.610351451029,42.699744685296004,30.370257509401004,15.33941138569,26.486599631184,39.10333333333333,32.883956962176,28.124034872107,29.408749563596,,19.068347591673,11.227403999644,24.684670893009,22.445085592289,39.008959591954,8.9802297307389,27.058385979862,56.295801571997,19.498683510122,25.065608611532003,25.741864967638,32.47856144007,17.298012280061,24.872274368084003,13.5775,72.105353256114,21.429703730968,12.062943907091,18.634760312241003,,3.3804808013954997,35.608400626538,21.545875424524002,25.348801342479998,32.565103873054,2.1960584816692,,,81.52348552269599,20.234603700695,37.434699761149,23.549031026298,87.296377893829,48.638415743366004,34.228632003506,28.935328646663,19.289642676698,59.809365769322994,17.227324136805,8.7731287091054,,21.978462051394,,40.080406746471,16.404427860471,29.639511269163,2.6761095002649,,41.582359966051,54.205522408391,27.922752695409997,4.5698558863725,15.074269899565001,10.796040053058,39.172797537016,7.937491786642799,31.838987857225,28.744476339175,19.795323631778,,25.057425014177,12.820250756272,4.4048501446734,31.209842085798996,11.111922014934,11.52400180483,20.934145229098,23.441882413656,95.152173487955,55.114579491265005,9.9321981156395,7.0196158782424005,41.730020502977,11.827037463668999,22.604047658734004,,27.828580741976914,,14.105263887249,45.010498757002004,27.543704524052
2000-07-31,3.3612018666703,,28.211234279924003,,423.64099630567,18.679773886761,59.642073812822,30.12,19.863652410245766,21.954646673602,46.434846081133,35.454969362206,16.901890964047002,29.289334679627,40.93666666666667,33.219686763687,32.730557825297,26.169942830612,,22.312340335485,11.388711957966,22.989789844633002,19.483581243306,51.222208482577,9.060737087738099,26.697607500131003,57.960938559967005,19.254949966245,23.342551210221,26.659746324197997,32.26934628006,16.472933191512002,20.319759863211,12.5,79.65889039212,21.827207344395,12.775169322593,20.177545119487,,3.2891164554117998,37.126442969037,19.137273350751,27.381556895112,31.847320296350002,2.2886800962482003,,,84.984847758668,19.771510418289,38.7914640096,23.765718459309,89.43974460188299,48.569290909861,31.259239393976998,31.291114196489,20.589275635590997,62.204614698811,19.525689428737,9.0012594065124,,21.144428124125,,41.129037243699,16.427896283734,32.160655239769,2.544117653678,,38.89052356,59.551235120921,24.366092070832,5.022135017050901,15.124685517958,13.545837889152999,35.039289160222,7.6322036410027,32.820522811420005,25.977820491529002,19.941381596913,,27.120486340344,16.344778910699,4.3252652638192,30.917066831711,11.650595197125002,13.564980943764999,20.366938180974,23.441882413656,95.83607411071699,47.758398295354006,9.4758382255448,8.152116423266701,41.616681455608,11.790173970276001,22.412097525762,,25.78635356915667,,15.106282614730999,43.15914710733,28.136683640557
2000-08-31,4.0313253641977,,29.754354805597,,434.28815745846003,19.826798021005,69.625278961349,41.5,25.153971896391624,30.167005109779996,48.343351838216,39.077658841704,19.207535240408,31.368783263955002,46.54333333333333,37.222229667921,39.761566543323,26.881134813522,,25.121586502086,12.294860208290999,21.028908146627,21.180817653834,52.767793687131004,11.036826759539,28.239115549892002,60.777500060895,18.104527639148,25.170787079788,26.599834192627,32.595721929675996,15.011855638873,26.018175580042,15.5,91.84201480503201,23.557608927436,14.461144597186001,16.509855928497,,3.5924460840776002,37.810499086336996,20.07168394811,30.534996296569,36.117042286168,3.3343781248456,,,111.51624059933,22.734449845536,36.054464139418,27.327069756804,105.30732667101,54.501670528672,30.992262141420003,35.104345739807,17.677694820707,43.87291297396499,19.784171911273,9.5804002657633,,19.943419268857998,,41.298193096051996,19.017245650360998,33.318086600375,2.9975247602741004,,38.111258518921,70.208458896534,24.366092070832,4.54345380514,15.899252745999,11.789109099674,42.378946086323,8.144786206521902,30.549379888211003,25.887621793762,21.631151300651002,,25.007310164148997,18.624038495531,4.2237657056282005,35.689303473348,14.462877063160999,12.042643862971001,19.988886461919,18.784505094795,106.07658606734002,53.577698927982,10.948004266942,7.5065911126028,39.390269009297,13.483246574575,24.008134279084,,24.00475095892403,,15.766835513175002,37.198888420833995,28.723255169151003
2000-09-30,1.7034235006251002,,32.33075427357,,466.1996161902599,23.692614553986,64.13313850245301,38.44,23.60879933704185,30.485418958681002,49.760396885320006,46.989354871176005,18.777355279816998,30.065360781749,58.45333333333333,40.096396115111,31.033417789911,29.149260596858,,23.258656727227002,10.365533490808,19.484971820195998,23.489982838226,61.278163860772,11.197841473536998,28.649091095042,48.935541800706,22.574600833844,25.38818739413,24.223685047774,32.009919481646,14.460379322718,26.72696525487,17.1725,93.01346907550399,23.842293023235,18.175438582937,17.360879429965998,,3.2196795524642003,41.549381152123,21.282688201689,30.471927508540002,35.702392517172,3.3865549677252003,,,98.220404654511,21.009437520761,39.715425125693,25.035756809088003,89.832685424092,30.249591709022003,31.659559651642,29.667309547346,18.573842519023,48.739669959573,22.956052890705,9.591085521469099,,20.490858709641,,41.733165287819,20.534870354667,32.637540862462004,3.0221782008397002,,40.592389242359,59.675232213228,21.050265188252002,4.600345445093599,14.322618861703,10.630726489134,36.698284630503004,8.265212937675201,33.06666075163,26.955771232632998,23.439869596371,,29.755692204335,19.121575986026002,4.6205367058292,34.46367216358,15.669725950274,12.407893281233001,23.869898413227002,20.752868500588,96.555969503098,38.126452420661,11.437954098185001,7.388419914726599,40.05814153579001,14.090209442884,26.676559197354997,,26.71852335593474,,16.766861654520003,37.631328034455,31.351411907435
